Date,date_type,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Administered_Dose1_Pop_Pct,Series_Complete_Daily,Series_Complete_Cumulative,Booster_Daily,Booster_Cumulative,Column1,Week_Total,Week_Dose_1,Week_Complete_series,Week_Booster
2023/3/15 0:00,Admin,11,IN,1086,11151158,231,4342468,64.5,114,3891194,200,1987230,1,,,,
2023/3/14 0:00,Admin,11,IN,1094,11150072,208,4342237,64.5,115,3891080,228,1987030,,,,,
2023/3/13 0:00,Admin,11,IN,998,11148978,188,4342029,64.5,123,3890965,212,1986802,,,,,
2023/3/12 0:00,Admin,11,IN,162,11147980,30,4341841,64.5,11,3890842,33,1986590,,,,,
2023/3/11 0:00,Admin,10,IN,364,11147818,44,4341811,64.5,40,3890831,74,1986557,,,,,
2023/3/10 0:00,Admin,10,IN,1002,11147454,210,4341767,64.5,114,3890791,236,1986483,,,,,
2023/3/9 0:00,Admin,10,IN,1146,11146452,228,4341557,64.5,138,3890677,219,1986247,,,,,
2023/3/8 0:00,Admin,10,IN,1115,11145306,188,4341329,64.5,118,3890539,229,1986028,1,,,,
2023/3/7 0:00,Admin,10,IN,1172,11144191,217,4341141,64.5,170,3890421,199,1985799,,,,,
2023/3/6 0:00,Admin,10,IN,1168,11143019,216,4340924,64.5,110,3890251,254,1985600,,,,,
2023/3/5 0:00,Admin,10,IN,198,11141851,33,4340708,64.5,16,3890141,32,1985346,,,,,
2023/3/4 0:00,Admin,9,IN,401,11141653,61,4340675,64.5,42,3890125,65,1985314,,,,,
2023/3/3 0:00,Admin,9,IN,1155,11141252,266,4340614,64.5,111,3890083,235,1985249,,,,,
2023/3/2 0:00,Admin,9,IN,1196,11140097,222,4340348,64.5,135,3889972,222,1985014,,,,,
2023/3/1 0:00,Admin,9,IN,1274,11138901,245,4340126,64.5,137,3889837,248,1984792,1,,,,
2023/2/28 0:00,Admin,9,IN,1397,11137627,252,4339881,64.5,138,3889700,281,1984544,,,,,
2023/2/27 0:00,Admin,9,IN,1340,11136230,283,4339629,64.5,141,3889562,251,1984263,,,,,
2023/2/26 0:00,Admin,9,IN,180,11134890,31,4339346,64.5,20,3889421,17,1984012,,,,,
2023/2/25 0:00,Admin,8,IN,431,11134710,56,4339315,64.5,28,3889401,78,1983995,,,,,
2023/2/24 0:00,Admin,8,IN,1356,11134279,264,4339259,64.5,131,3889373,249,1983917,,,,,
2023/2/23 0:00,Admin,8,IN,1334,11132923,243,4338995,64.5,159,3889242,268,1983668,,,,,
2023/2/22 0:00,Admin,8,IN,1247,11131589,221,4338752,64.4,169,3889083,230,1983400,1,,,,
2023/2/21 0:00,Admin,8,IN,1389,11130342,272,4338531,64.4,157,3888914,249,1983170,,,,,
2023/2/20 0:00,Admin,8,IN,1275,11128953,215,4338259,64.4,131,3888757,267,1982921,,,,,
2023/2/19 0:00,Admin,8,IN,212,11127678,32,4338044,64.4,15,3888626,39,1982654,,,,,
2023/2/18 0:00,Admin,7,IN,442,11127466,82,4338012,64.4,50,3888611,67,1982615,,,,,
2023/2/17 0:00,Admin,7,IN,1332,11127024,246,4337930,64.4,121,3888561,259,1982548,,,,,
2023/2/16 0:00,Admin,7,IN,1329,11125692,269,4337684,64.4,148,3888440,236,1982289,,,,,
2023/2/15 0:00,Admin,7,IN,1458,11124363,267,4337415,64.4,160,3888292,290,1982053,1,,,,
2023/2/14 0:00,Admin,7,IN,1344,11122905,263,4337148,64.4,168,3888132,252,1981763,,,,,
2023/2/13 0:00,Admin,7,IN,1462,11121561,231,4336885,64.4,161,3887964,314,1981511,,,,,
2023/2/12 0:00,Admin,7,IN,244,11120099,34,4336654,64.4,23,3887803,45,1981197,,,,,
2023/2/11 0:00,Admin,6,IN,290,11119855,45,4336620,64.4,31,3887780,47,1981152,,,,,
2023/2/10 0:00,Admin,6,IN,127,11119565,63,4336575,64.4,20,3887749,35,1981105,,,,,
2023/2/9 0:00,Admin,6,IN,1325,11119438,220,4336512,64.4,134,3887729,303,1981070,,,,,
2023/2/8 0:00,Admin,6,IN,1880,11118113,270,4336292,64.4,172,3887595,370,1980767,1,,,,
2023/2/7 0:00,Admin,6,IN,1648,11116233,289,4336022,64.4,161,3887423,343,1980397,,,,,
2023/2/6 0:00,Admin,6,IN,1645,11114585,257,4335733,64.4,131,3887262,293,1980054,,,,,
2023/2/5 0:00,Admin,6,IN,298,11112940,51,4335476,64.4,26,3887131,39,1979761,,,,,
2023/2/4 0:00,Admin,5,IN,303,11112642,57,4335425,64.4,36,3887105,59,1979722,,,,,
2023/2/3 0:00,Admin,5,IN,171,11112339,75,4335368,64.4,29,3887069,40,1979663,,,,,
2023/2/2 0:00,Admin,5,IN,1316,11112168,232,4335293,64.4,133,3887040,268,1979623,,,,,
2023/2/1 0:00,Admin,5,IN,1653,11110852,331,4335061,64.4,245,3886907,320,1979355,1,,,,
2023/1/31 0:00,Admin,5,IN,1672,11109199,293,4334730,64.4,186,3886662,335,1979035,,,,,
2023/1/30 0:00,Admin,5,IN,1807,11107527,267,4334437,64.4,185,3886476,389,1978700,,,,,
2023/1/29 0:00,Admin,5,IN,330,11105720,48,4334170,64.4,31,3886291,61,1978311,,,,,
2023/1/28 0:00,Admin,4,IN,431,11105390,62,4334122,64.4,39,3886260,70,1978250,,,,,
2023/1/27 0:00,Admin,4,IN,877,11104959,156,4334060,64.4,99,3886221,123,1978180,,,,,
2023/1/26 0:00,Admin,4,IN,4159,11104082,1325,4333904,64.4,494,3886122,790,1978057,,,,,
2023/1/25 0:00,Admin,4,IN,1068,11099923,216,4332579,64.4,130,3885628,231,1977267,1,,,,
2023/1/24 0:00,Admin,4,IN,2291,11098855,362,4332363,64.4,200,3885498,442,1977036,,,,,
2023/1/23 0:00,Admin,4,IN,1930,11096564,305,4332001,64.3,179,3885298,344,1976594,,,,,
2023/1/22 0:00,Admin,4,IN,359,11094634,43,4331696,64.3,26,3885119,61,1976250,,,,,
2023/1/21 0:00,Admin,3,IN,456,11094275,73,4331653,64.3,42,3885093,76,1976189,,,,,
2023/1/20 0:00,Admin,3,IN,166,11093819,77,4331580,64.3,23,3885051,32,1976113,,,,,
2023/1/19 0:00,Admin,3,IN,1855,11093653,274,4331503,64.3,137,3885028,364,1976081,,,,,
2023/1/18 0:00,Admin,3,IN,2506,11091798,360,4331229,64.3,220,3884891,431,1975717,1,,,,
2023/1/17 0:00,Admin,3,IN,2445,11089292,364,4330869,64.3,206,3884671,413,1975286,,,,,
2023/1/16 0:00,Admin,3,IN,2214,11086847,234,4330505,64.3,149,3884465,414,1974873,,,,,
2023/1/15 0:00,Admin,3,IN,375,11084633,41,4330271,64.3,34,3884316,63,1974459,,,,,
2023/1/14 0:00,Admin,2,IN,844,11084258,109,4330230,64.3,54,3884282,141,1974396,,,,,
2023/1/13 0:00,Admin,2,IN,2273,11083414,349,4330121,64.3,150,3884228,418,1974255,,,,,
2023/1/12 0:00,Admin,2,IN,3128,11081141,439,4329772,64.3,260,3884078,530,1973837,,,,,
2023/1/11 0:00,Admin,2,IN,3288,11078013,403,4329333,64.3,250,3883818,580,1973307,1,,,,
2023/1/10 0:00,Admin,2,IN,3311,11074725,441,4328930,64.3,304,3883568,550,1972727,,,,,
2023/1/9 0:00,Admin,2,IN,3174,11071414,399,4328489,64.3,263,3883264,517,1972177,,,,,
2023/1/8 0:00,Admin,2,IN,840,11068240,90,4328090,64.3,34,3883001,143,1971660,,,,,
2023/1/7 0:00,Admin,1,IN,1807,11067400,199,4328000,64.3,130,3882967,310,1971517,,,,,
2023/1/6 0:00,Admin,1,IN,4051,11065593,494,4327801,64.3,280,3882837,650,1971207,,,,,
2023/1/5 0:00,Admin,1,IN,3664,11061542,464,4327307,64.3,264,3882557,687,1970557,,,,,
2023/1/4 0:00,Admin,1,IN,3777,11057878,493,4326843,64.3,288,3882293,725,1969870,1,,,,
2023/1/3 0:00,Admin,1,IN,3815,11054101,510,4326350,64.3,305,3882005,654,1969145,,,,,
2023/1/2 0:00,Admin,1,IN,1732,11050286,190,4325840,64.3,130,3881700,281,1968491,,,,,
2023/1/1 0:00,Admin,1,IN,167,11048554,19,4325650,64.3,11,3881570,19,1968210,,,,,
2022/12/31 0:00,Admin,52,IN,912,11048387,82,4325631,64.3,42,3881559,158,1968191,,,,,
2022/12/30 0:00,Admin,52,IN,1646,11047475,206,4325549,64.3,117,3881517,288,1968033,,,,,
2022/12/29 0:00,Admin,52,IN,3016,11045829,337,4325343,64.2,265,3881400,606,1967745,,,,,
2022/12/28 0:00,Admin,52,IN,4227,11042813,451,4325006,64.2,339,3881135,742,1967139,1,,,,
2022/12/27 0:00,Admin,52,IN,4122,11038586,500,4324555,64.2,343,3880796,730,1966397,,,,,
2022/12/26 0:00,Admin,52,IN,1203,11034464,128,4324055,64.2,88,3880453,228,1965667,,,,,
2022/12/25 0:00,Admin,52,IN,33,11033261,4,4323927,64.2,0,3880365,6,1965439,,,,,
2022/12/24 0:00,Admin,51,IN,105,11033228,22,4323923,64.2,7,3880365,12,1965433,,,,,
2022/12/23 0:00,Admin,51,IN,33,11033123,36,4323901,64.2,9,3880358,14,1965421,,,,,
2022/12/22 0:00,Admin,51,IN,2606,11033090,349,4323865,64.2,207,3880349,506,1965407,,,,,
2022/12/21 0:00,Admin,51,IN,5050,11030484,571,4323516,64.2,313,3880142,887,1964901,1,,,,
2022/12/20 0:00,Admin,51,IN,5548,11025434,614,4322945,64.2,346,3879829,938,1964014,,,,,
2022/12/19 0:00,Admin,51,IN,6006,11019886,604,4322331,64.2,359,3879483,966,1963076,,,,,
2022/12/18 0:00,Admin,51,IN,1617,11013880,140,4321727,64.2,99,3879124,273,1962110,,,,,
2022/12/17 0:00,Admin,50,IN,1553,11012263,151,4321587,64.2,85,3879025,260,1961837,,,,,
2022/12/16 0:00,Admin,50,IN,527,11010710,193,4321436,64.2,72,3878940,105,1961577,,,,,
2022/12/15 0:00,Admin,50,IN,4334,11010183,469,4321243,64.2,312,3878868,701,1961472,,,,,
2022/12/14 0:00,Admin,50,IN,6236,11005849,668,4320774,64.2,403,3878556,980,1960771,1,,,,
2022/12/13 0:00,Admin,50,IN,6730,10999613,675,4320106,64.2,457,3878153,1008,1959791,,,,,
2022/12/12 0:00,Admin,50,IN,6381,10992883,547,4319431,64.2,401,3877696,1009,1958783,,,,,
2022/12/11 0:00,Admin,50,IN,1940,10986502,148,4318884,64.2,111,3877295,316,1957774,,,,,
2022/12/10 0:00,Admin,49,IN,1847,10984562,168,4318736,64.2,101,3877184,275,1957458,,,,,
2022/12/9 0:00,Admin,49,IN,549,10982715,176,4318568,64.1,74,3877083,130,1957183,,,,,
2022/12/8 0:00,Admin,49,IN,4650,10982166,516,4318392,64.1,326,3877009,687,1957053,,,,,
2022/12/7 0:00,Admin,49,IN,6792,10977516,659,4317876,64.1,397,3876683,1051,1956366,1,,,,
2022/12/6 0:00,Admin,49,IN,6627,10970724,617,4317217,64.1,442,3876286,1053,1955315,,,,,
2022/12/5 0:00,Admin,49,IN,6170,10964097,548,4316600,64.1,442,3875844,969,1954262,,,,,
2022/12/4 0:00,Admin,49,IN,1802,10957927,156,4316052,64.1,100,3875402,327,1953293,,,,,
2022/12/3 0:00,Admin,48,IN,2183,10956125,184,4315896,64.1,115,3875302,347,1952966,,,,,
2022/12/2 0:00,Admin,48,IN,3003,10953942,315,4315712,64.1,184,3875187,463,1952619,,,,,
2022/12/1 0:00,Admin,48,IN,6060,10950939,613,4315397,64.1,387,3875003,887,1952156,,,,,
2022/11/30 0:00,Admin,48,IN,7931,10944879,717,4314784,64.1,584,3874616,1215,1951269,1,,,,
2022/11/29 0:00,Admin,48,IN,6362,10936948,517,4314067,64.1,410,3874032,1014,1950054,,,,,
2022/11/28 0:00,Admin,48,IN,5787,10930586,531,4313550,64.1,359,3873622,909,1949040,,,,,
2022/11/27 0:00,Admin,48,IN,1922,10924799,165,4313019,64.1,89,3873263,284,1948131,,,,,
2022/11/26 0:00,Admin,47,IN,1520,10922877,141,4312854,64.1,101,3873174,220,1947847,,,,,
2022/11/25 0:00,Admin,47,IN,430,10921357,98,4312713,64.1,37,3873073,73,1947627,,,,,
2022/11/24 0:00,Admin,47,IN,27,10920927,6,4312615,64.1,2,3873036,7,1947554,,,,,
2022/11/23 0:00,Admin,47,IN,893,10920900,213,4312609,64.1,111,3873034,161,1947547,1,,,,
2022/11/22 0:00,Admin,47,IN,4666,10920007,528,4312396,64.1,331,3872923,798,1947386,,,,,
2022/11/21 0:00,Admin,47,IN,7474,10915341,665,4311868,64,447,3872592,1146,1946588,,,,,
2022/11/20 0:00,Admin,47,IN,2250,10907867,188,4311203,64,127,3872145,384,1945442,,,,,
2022/11/19 0:00,Admin,46,IN,2200,10905617,184,4311015,64,124,3872018,415,1945058,,,,,
2022/11/18 0:00,Admin,46,IN,980,10903417,307,4310831,64,122,3871894,189,1944643,,,,,
2022/11/17 0:00,Admin,46,IN,6360,10902437,615,4310524,64,463,3871772,987,1944454,,,,,
2022/11/16 0:00,Admin,46,IN,9133,10896077,794,4309909,64,534,3871309,1331,1943467,1,,,,
2022/11/15 0:00,Admin,46,IN,8921,10886944,739,4309115,64,562,3870775,1315,1942136,,,,,
2022/11/14 0:00,Admin,46,IN,9302,10878023,778,4308376,64,523,3870213,1334,1940821,,,,,
2022/11/13 0:00,Admin,46,IN,2728,10868721,154,4307598,64,166,3869690,424,1939487,,,,,
2022/11/12 0:00,Admin,45,IN,2541,10865993,263,4307444,64,172,3869524,424,1939063,,,,,
2022/11/11 0:00,Admin,45,IN,907,10863452,318,4307181,64,135,3869352,176,1938639,,,,,
2022/11/10 0:00,Admin,45,IN,6668,10862545,713,4306863,64,562,3869217,1086,1938463,,,,,
2022/11/9 0:00,Admin,45,IN,9026,10855877,916,4306150,64,566,3868655,1362,1937377,1,,,,
2022/11/8 0:00,Admin,45,IN,9095,10846851,798,4305234,63.9,587,3868089,1394,1936015,,,,,
2022/11/7 0:00,Admin,45,IN,9943,10837756,821,4304436,63.9,559,3867502,1368,1934621,,,,,
2022/11/6 0:00,Admin,45,IN,2834,10827813,187,4303615,63.9,154,3866943,424,1933253,,,,,
2022/11/5 0:00,Admin,44,IN,2754,10824979,220,4303428,63.9,192,3866789,498,1932829,,,,,
2022/11/4 0:00,Admin,44,IN,1823,10822225,424,4303208,63.9,141,3866597,312,1932331,,,,,
2022/11/3 0:00,Admin,44,IN,8084,10820402,651,4302784,63.9,437,3866456,1154,1932019,,,,,
2022/11/2 0:00,Admin,44,IN,11349,10812318,858,4302133,63.9,659,3866019,1717,1930865,1,,,,
2022/11/1 0:00,Admin,44,IN,12534,10800969,912,4301275,63.9,668,3865360,1659,1929148,,,,,
2022/10/31 0:00,Admin,44,IN,11356,10788435,794,4300363,63.9,574,3864692,1485,1927489,,,,,
2022/10/30 0:00,Admin,44,IN,3371,10777079,176,4299569,63.9,193,3864118,450,1926004,,,,,
2022/10/29 0:00,Admin,43,IN,3259,10773708,246,4299393,63.9,198,3863925,477,1925554,,,,,
2022/10/28 0:00,Admin,43,IN,2105,10770449,438,4299147,63.9,206,3863727,372,1925077,,,,,
2022/10/27 0:00,Admin,43,IN,10377,10768344,835,4298709,63.9,585,3863521,1371,1924705,,,,,
2022/10/26 0:00,Admin,43,IN,15059,10757967,1010,4297874,63.8,778,3862936,1816,1923334,1,,,,
2022/10/25 0:00,Admin,43,IN,14033,10742908,1020,4296864,63.8,779,3862158,1752,1921518,,,,,
2022/10/24 0:00,Admin,43,IN,12902,10728875,837,4295844,63.8,697,3861379,1690,1919766,,,,,
2022/10/23 0:00,Admin,43,IN,3457,10715973,211,4295007,63.8,177,3860682,522,1918076,,,,,
2022/10/22 0:00,Admin,42,IN,4061,10712516,274,4294796,63.8,203,3860505,596,1917554,,,,,
2022/10/21 0:00,Admin,42,IN,8466,10708455,744,4294522,63.8,499,3860302,1080,1916958,,,,,
2022/10/20 0:00,Admin,42,IN,14027,10699989,968,4293778,63.8,707,3859803,1751,1915878,,,,,
2022/10/19 0:00,Admin,42,IN,15425,10685962,1181,4292810,63.8,815,3859096,1984,1914127,1,,,,
2022/10/18 0:00,Admin,42,IN,14467,10670537,947,4291629,63.7,771,3858281,1800,1912143,,,,,
2022/10/17 0:00,Admin,42,IN,14493,10656070,913,4290682,63.7,725,3857510,1786,1910343,,,,,
2022/10/16 0:00,Admin,42,IN,3874,10641577,222,4289769,63.7,197,3856785,489,1908557,,,,,
2022/10/15 0:00,Admin,41,IN,4338,10637703,281,4289547,63.7,223,3856588,529,1908068,,,,,
2022/10/14 0:00,Admin,41,IN,7017,10633365,594,4289266,63.7,437,3856365,958,1907539,,,,,
2022/10/13 0:00,Admin,41,IN,9723,10626348,791,4288672,63.7,550,3855928,1160,1906581,,,,,
2022/10/12 0:00,Admin,41,IN,15084,10616625,1063,4287881,63.7,810,3855378,1801,1905421,1,,,,
2022/10/11 0:00,Admin,41,IN,13677,10601541,934,4286818,63.7,794,3854568,1665,1903620,,,,,
2022/10/10 0:00,Admin,41,IN,13007,10587864,862,4285884,63.7,681,3853774,1654,1901955,,,,,
2022/10/9 0:00,Admin,41,IN,2143,10574857,127,4285022,63.6,129,3853093,236,1900301,,,,,
2022/10/8 0:00,Admin,40,IN,889,10572714,143,4284895,63.6,57,3852964,137,1900065,,,,,
2022/10/7 0:00,Admin,40,IN,2318,10571825,391,4284752,63.6,212,3852907,369,1899928,,,,,
2022/10/6 0:00,Admin,40,IN,8903,10569507,739,4284361,63.6,494,3852695,1142,1899559,,,,,
2022/10/5 0:00,Admin,40,IN,13883,10560604,1102,4283622,63.6,781,3852201,1706,1898417,1,,,,
2022/10/4 0:00,Admin,40,IN,12701,10546721,934,4282520,63.6,700,3851420,1528,1896711,,,,,
2022/10/3 0:00,Admin,40,IN,12198,10534020,887,4281586,63.6,651,3850720,1430,1895183,,,,,
2022/10/2 0:00,Admin,40,IN,3318,10521822,196,4280699,63.6,180,3850069,374,1893753,,,,,
2022/10/1 0:00,Admin,39,IN,4521,10518504,300,4280503,63.6,218,3849889,529,1893379,,,,,
2022/9/30 0:00,Admin,39,IN,13922,10513983,1132,4280203,63.6,701,3849671,1639,1892850,,,,,
2022/9/29 0:00,Admin,39,IN,12500,10500061,962,4279071,63.6,774,3848970,1398,1891211,,,,,
2022/9/28 0:00,Admin,39,IN,12848,10487561,1012,4278109,63.5,715,3848196,1510,1889813,1,,,,
2022/9/27 0:00,Admin,39,IN,12180,10474713,895,4277097,63.5,756,3847481,1427,1888303,,,,,
2022/9/26 0:00,Admin,39,IN,11820,10462533,766,4276202,63.5,616,3846725,1386,1886876,,,,,
2022/9/25 0:00,Admin,39,IN,3273,10450713,223,4275436,63.5,177,3846109,412,1885490,,,,,
2022/9/24 0:00,Admin,38,IN,3497,10447440,327,4275213,63.5,229,3845932,411,1885078,,,,,
2022/9/23 0:00,Admin,38,IN,2598,10443943,494,4274886,63.5,195,3845703,279,1884667,,,,,
2022/9/22 0:00,Admin,38,IN,6999,10441345,691,4274392,63.5,462,3845508,819,1884388,,,,,
2022/9/21 0:00,Admin,38,IN,10570,10434346,820,4273701,63.5,636,3845046,1238,1883569,1,,,,
2022/9/20 0:00,Admin,38,IN,9900,10423776,820,4272881,63.5,637,3844410,1033,1882331,,,,,
2022/9/19 0:00,Admin,38,IN,9706,10413876,755,4272061,63.5,565,3843773,1002,1881298,,,,,
2022/9/18 0:00,Admin,38,IN,2922,10404170,244,4271306,63.4,166,3843208,326,1880296,,,,,
2022/9/17 0:00,Admin,37,IN,3264,10401248,321,4271062,63.4,199,3843042,369,1879970,,,,,
2022/9/16 0:00,Admin,37,IN,2851,10397984,353,4270741,63.4,193,3842843,312,1879601,,,,,
2022/9/15 0:00,Admin,37,IN,6075,10395133,602,4270388,63.4,441,3842650,603,1879289,,,,,
2022/9/14 0:00,Admin,37,IN,9286,10389058,691,4269786,63.4,625,3842209,959,1878686,1,,,,
2022/9/13 0:00,Admin,37,IN,9313,10379772,764,4269095,63.4,648,3841584,922,1877727,,,,,
2022/9/12 0:00,Admin,37,IN,9336,10370459,766,4268331,63.4,632,3840936,985,1876805,,,,,
2022/9/11 0:00,Admin,37,IN,2939,10361123,200,4267565,63.4,220,3840304,313,1875820,,,,,
2022/9/10 0:00,Admin,36,IN,2898,10358184,274,4267365,63.4,212,3840084,297,1875507,,,,,
2022/9/9 0:00,Admin,36,IN,1094,10355286,225,4267091,63.4,141,3839872,154,1875210,,,,,
2022/9/8 0:00,Admin,36,IN,3331,10354192,541,4266866,63.4,388,3839731,322,1875056,,,,,
2022/9/7 0:00,Admin,36,IN,4898,10350861,684,4266325,63.4,501,3839343,525,1874734,1,,,,
2022/9/6 0:00,Admin,36,IN,1870,10345963,555,4265641,63.4,489,3838842,223,1874209,,,,,
2022/9/5 0:00,Admin,36,IN,110,10344093,46,4265086,63.4,11,3838353,11,1873986,,,,,
2022/9/4 0:00,Admin,36,IN,151,10343983,59,4265040,63.4,44,3838342,15,1873975,,,,,
2022/9/3 0:00,Admin,35,IN,241,10343832,101,4264981,63.4,68,3838298,13,1873960,,,,,
2022/9/2 0:00,Admin,35,IN,441,10343591,240,4264880,63.4,84,3838230,54,1873947,,,,,
2022/9/1 0:00,Admin,35,IN,1563,10343150,535,4264640,63.3,270,3838146,264,1873893,,,,,
2022/8/31 0:00,Admin,35,IN,2168,10341587,544,4264105,63.3,391,3837876,474,1873629,1,,,,
2022/8/30 0:00,Admin,35,IN,2501,10339419,638,4263561,63.3,395,3837485,542,1873155,,,,,
2022/8/29 0:00,Admin,35,IN,2354,10336918,581,4262923,63.3,339,3837090,535,1872613,,,,,
2022/8/28 0:00,Admin,35,IN,440,10334564,112,4262342,63.3,76,3836751,87,1872078,,,,,
2022/8/27 0:00,Admin,34,IN,484,10334124,153,4262230,63.3,100,3836675,105,1871991,,,,,
2022/8/26 0:00,Admin,34,IN,512,10333640,190,4262077,63.3,95,3836575,125,1871886,,,,,
2022/8/25 0:00,Admin,34,IN,2415,10333128,564,4261887,63.3,390,3836480,551,1871761,,,,,
2022/8/24 0:00,Admin,34,IN,3069,10330713,651,4261323,63.3,473,3836090,742,1871210,1,,,,
2022/8/23 0:00,Admin,34,IN,3415,10327644,786,4260672,63.3,530,3835617,745,1870468,,,,,
2022/8/22 0:00,Admin,34,IN,2877,10324229,681,4259886,63.3,393,3835087,617,1869723,,,,,
2022/8/21 0:00,Admin,34,IN,526,10321352,126,4259205,63.3,79,3834694,118,1869106,,,,,
2022/8/20 0:00,Admin,33,IN,639,10320826,181,4259079,63.3,109,3834615,131,1868988,,,,,
2022/8/19 0:00,Admin,33,IN,700,10320187,237,4258898,63.3,96,3834506,152,1868857,,,,,
2022/8/18 0:00,Admin,33,IN,2582,10319487,562,4258661,63.3,360,3834410,553,1868705,,,,,
2022/8/17 0:00,Admin,33,IN,3320,10316905,702,4258099,63.2,449,3834050,790,1868152,1,,,,
2022/8/16 0:00,Admin,33,IN,3577,10313585,751,4257397,63.2,513,3833601,773,1867362,,,,,
2022/8/15 0:00,Admin,33,IN,3445,10310008,780,4256646,63.2,483,3833088,736,1866589,,,,,
2022/8/14 0:00,Admin,33,IN,692,10306563,147,4255866,63.2,88,3832605,163,1865853,,,,,
2022/8/13 0:00,Admin,32,IN,943,10305871,297,4255719,63.2,137,3832517,205,1865690,,,,,
2022/8/12 0:00,Admin,32,IN,624,10304928,263,4255422,63.2,111,3832380,149,1865485,,,,,
2022/8/11 0:00,Admin,32,IN,3195,10304304,707,4255159,63.2,428,3832269,712,1865336,,,,,
2022/8/10 0:00,Admin,32,IN,3921,10301109,768,4254452,63.2,516,3831841,870,1864624,1,,,,
2022/8/9 0:00,Admin,32,IN,4213,10297188,928,4253684,63.2,568,3831325,965,1863754,,,,,
2022/8/8 0:00,Admin,32,IN,4032,10292975,856,4252756,63.2,523,3830757,957,1862789,,,,,
2022/8/7 0:00,Admin,32,IN,836,10288943,203,4251900,63.2,126,3830234,203,1861832,,,,,
2022/8/6 0:00,Admin,31,IN,937,10288107,257,4251697,63.2,134,3830108,232,1861629,,,,,
2022/8/5 0:00,Admin,31,IN,825,10287170,234,4251440,63.2,106,3829974,192,1861397,,,,,
2022/8/4 0:00,Admin,31,IN,3433,10286345,732,4251206,63.1,419,3829868,818,1861205,,,,,
2022/8/3 0:00,Admin,31,IN,4541,10282912,1031,4250474,63.1,607,3829449,1056,1860387,1,,,,
2022/8/2 0:00,Admin,31,IN,4793,10278371,988,4249443,63.1,655,3828842,1150,1859331,,,,,
2022/8/1 0:00,Admin,31,IN,4601,10273578,855,4248455,63.1,502,3828187,1179,1858181,,,,,
2022/7/31 0:00,Admin,31,IN,908,10268977,181,4247600,63.1,93,3827685,235,1857002,,,,,
2022/7/30 0:00,Admin,30,IN,757,10268069,171,4247419,63.1,118,3827592,182,1856767,,,,,
2022/7/29 0:00,Admin,30,IN,1069,10267312,315,4247248,63.1,139,3827474,269,1856585,,,,,
2022/7/28 0:00,Admin,30,IN,4497,10266243,794,4246933,63.1,585,3827335,1077,1856316,,,,,
2022/7/27 0:00,Admin,30,IN,6057,10261746,1037,4246139,63.1,688,3826750,1360,1855239,1,,,,
2022/7/26 0:00,Admin,30,IN,6215,10255689,1098,4245102,63.1,740,3826062,1414,1853879,,,,,
2022/7/25 0:00,Admin,30,IN,5865,10249474,916,4244004,63,516,3825322,1373,1852465,,,,,
2022/7/24 0:00,Admin,30,IN,1418,10243609,210,4243088,63,137,3824806,313,1851092,,,,,
2022/7/23 0:00,Admin,29,IN,1464,10242191,252,4242878,63,180,3824669,295,1850779,,,,,
2022/7/22 0:00,Admin,29,IN,1005,10240727,288,4242626,63,128,3824489,231,1850484,,,,,
2022/7/21 0:00,Admin,29,IN,4852,10239722,833,4242338,63,541,3824361,1093,1850253,,,,,
2022/7/20 0:00,Admin,29,IN,6583,10234870,1197,4241505,63,688,3823820,1450,1849160,1,,,,
2022/7/19 0:00,Admin,29,IN,6645,10228287,1184,4240308,63,646,3823132,1407,1847710,,,,,
2022/7/18 0:00,Admin,29,IN,6703,10221642,964,4239124,63,664,3822486,1352,1846303,,,,,
2022/7/17 0:00,Admin,29,IN,1787,10214939,228,4238160,63,208,3821822,363,1844951,,,,,
2022/7/16 0:00,Admin,28,IN,2072,10213152,319,4237932,63,210,3821614,447,1844588,,,,,
2022/7/15 0:00,Admin,28,IN,1308,10211080,300,4237613,62.9,149,3821404,276,1844141,,,,,
2022/7/14 0:00,Admin,28,IN,5001,10209772,887,4237313,62.9,402,3821255,1017,1843865,,,,,
2022/7/13 0:00,Admin,28,IN,6244,10204771,1018,4236426,62.9,571,3820853,1216,1842848,1,,,,
2022/7/12 0:00,Admin,28,IN,5495,10198527,1067,4235408,62.9,587,3820282,1238,1841632,,,,,
2022/7/11 0:00,Admin,28,IN,4486,10193032,805,4234341,62.9,478,3819695,1007,1840394,,,,,
2022/7/10 0:00,Admin,28,IN,974,10188546,160,4233536,62.9,130,3819217,239,1839387,,,,,
2022/7/9 0:00,Admin,27,IN,893,10187572,178,4233376,62.9,123,3819087,210,1839148,,,,,
2022/7/8 0:00,Admin,27,IN,697,10186679,288,4233198,62.9,132,3818964,162,1838938,,,,,
2022/7/7 0:00,Admin,27,IN,3466,10185982,733,4232910,62.9,392,3818832,831,1838776,,,,,
2022/7/6 0:00,Admin,27,IN,4608,10182516,989,4232177,62.9,528,3818440,1110,1837945,1,,,,
2022/7/5 0:00,Admin,27,IN,3920,10177908,971,4231188,62.8,520,3817912,881,1836835,,,,,
2022/7/4 0:00,Admin,27,IN,155,10173988,32,4230217,62.8,25,3817392,35,1835954,,,,,
2022/7/3 0:00,Admin,27,IN,500,10173833,120,4230185,62.8,85,3817367,121,1835919,,,,,
