Date,date_type,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Administered_Dose1_Pop_Pct,Series_Complete_Daily,Series_Complete_Cumulative,Booster_Daily,Booster_Cumulative,Column1,Week_Total,Week_Dose_1,Week_Complete_series,Week_Booster
2021/5/2 0:00,Admin,18,IN,13872,4789100,2696,2644574,39.3,9718,2084853,0,0,,,,,
2021/5/1 0:00,Admin,17,IN,29766,4775228,8214,2641878,39.2,19147,2075135,0,0,,,,,
2021/4/30 0:00,Admin,17,IN,54223,4745462,18227,2633664,39.1,36216,2055988,0,0,,,,,
2021/4/29 0:00,Admin,17,IN,61771,4691239,17893,2615437,38.8,44554,2019772,0,0,,,,,
2021/4/28 0:00,Admin,17,IN,60099,4629468,17491,2597544,38.6,42781,1975218,0,0,1,,,,
2021/4/27 0:00,Admin,17,IN,53020,4569369,17118,2580053,38.3,37161,1932437,0,0,,,,,
2021/4/26 0:00,Admin,17,IN,45433,4516349,18176,2562935,38.1,29220,1895276,0,0,,,,,
2021/4/25 0:00,Admin,17,IN,10787,4470916,5815,2544759,37.8,6745,1866056,0,0,,,,,
2021/4/24 0:00,Admin,16,IN,30977,4460129,14469,2538944,37.7,18479,1859311,0,0,,,,,
2021/4/23 0:00,Admin,16,IN,45555,4429152,18090,2524475,37.5,26796,1840832,0,0,,,,,
2021/4/22 0:00,Admin,16,IN,54712,4383597,20509,2506385,37.2,33184,1814036,0,0,,,,,
2021/4/21 0:00,Admin,16,IN,57577,4328885,21972,2485876,36.9,34456,1780852,0,0,1,,,,
2021/4/20 0:00,Admin,16,IN,52097,4271308,21957,2463904,36.6,29070,1746396,0,0,,,,,
2021/4/19 0:00,Admin,16,IN,42610,4219211,17856,2441947,36.3,24046,1717326,0,0,,,,,
2021/4/18 0:00,Admin,16,IN,12477,4176601,6684,2424091,36,4954,1693280,0,0,,,,,
2021/4/17 0:00,Admin,15,IN,32249,4164124,17371,2417407,35.9,13462,1688326,0,0,,,,,
2021/4/16 0:00,Admin,15,IN,53683,4131875,26288,2400036,35.6,25732,1674864,0,0,,,,,
2021/4/15 0:00,Admin,15,IN,60885,4078192,28783,2373748,35.3,30450,1649132,0,0,,,,,
2021/4/14 0:00,Admin,15,IN,65665,4017307,33155,2344965,34.8,30640,1618682,0,0,1,,,,
2021/4/13 0:00,Admin,15,IN,65197,3951642,34761,2311810,34.3,28825,1588042,0,0,,,,,
2021/4/12 0:00,Admin,15,IN,53679,3886445,28718,2277049,33.8,26395,1559217,0,0,,,,,
2021/4/11 0:00,Admin,15,IN,19093,3832766,12699,2248331,33.4,6658,1532822,0,0,,,,,
2021/4/10 0:00,Admin,14,IN,47778,3813673,30048,2235632,33.2,23694,1526164,0,0,,,,,
2021/4/9 0:00,Admin,14,IN,67029,3765895,40957,2205584,32.8,29875,1502470,0,0,,,,,
2021/4/8 0:00,Admin,14,IN,75444,3698866,46161,2164627,32.2,32508,1472595,0,0,,,,,
2021/4/7 0:00,Admin,14,IN,78123,3623422,47435,2118466,31.5,32631,1440087,0,0,1,,,,
2021/4/6 0:00,Admin,14,IN,66994,3545299,42349,2071031,30.8,28647,1407456,0,0,,,,,
2021/4/5 0:00,Admin,14,IN,51119,3478305,30350,2028682,30.1,24512,1378809,0,0,,,,,
2021/4/4 0:00,Admin,14,IN,6254,3427186,4136,1998332,29.7,2310,1354297,0,0,,,,,
2021/4/3 0:00,Admin,13,IN,32391,3420932,21235,1994196,29.6,18041,1351987,0,0,,,,,
2021/4/2 0:00,Admin,13,IN,49719,3388541,29976,1972961,29.3,28827,1333946,0,0,,,,,
2021/4/1 0:00,Admin,13,IN,80694,3338822,48316,1942985,28.9,39551,1305119,0,0,,,,,
2021/3/31 0:00,Admin,13,IN,69518,3258128,41746,1894669,28.1,31003,1265568,0,0,1,,,,
2021/3/30 0:00,Admin,13,IN,58096,3188610,32722,1852923,27.5,27507,1234565,0,0,,,,,
2021/3/29 0:00,Admin,13,IN,48456,3130514,25797,1820201,27,23419,1207058,0,0,,,,,
2021/3/28 0:00,Admin,13,IN,9944,3082058,4779,1794404,26.7,5081,1183639,0,0,,,,,
2021/3/27 0:00,Admin,12,IN,30499,3072114,17810,1789625,26.6,16434,1178558,0,0,,,,,
2021/3/26 0:00,Admin,12,IN,52158,3041615,30471,1771815,26.3,25438,1162124,0,0,,,,,
2021/3/25 0:00,Admin,12,IN,61797,2989457,36165,1741344,25.9,28073,1136686,0,0,,,,,
2021/3/24 0:00,Admin,12,IN,61216,2927660,35639,1705179,25.3,27715,1108613,0,0,1,,,,
2021/3/23 0:00,Admin,12,IN,56982,2866444,34207,1669540,24.8,25264,1080898,0,0,,,,,
2021/3/22 0:00,Admin,12,IN,45407,2809462,28846,1635333,24.3,17304,1055634,0,0,,,,,
2021/3/21 0:00,Admin,12,IN,10704,2764055,7023,1606487,23.9,4590,1038330,0,0,,,,,
2021/3/20 0:00,Admin,11,IN,31171,2753351,20601,1599464,23.8,13884,1033740,0,0,,,,,
2021/3/19 0:00,Admin,11,IN,49701,2722180,30823,1578863,23.5,20846,1019856,0,0,,,,,
2021/3/18 0:00,Admin,11,IN,61808,2672479,37157,1548040,23,26424,999010,0,0,,,,,
2021/3/17 0:00,Admin,11,IN,59047,2610671,36892,1510883,22.4,23212,972586,0,0,1,,,,
2021/3/16 0:00,Admin,11,IN,51545,2551624,33235,1473991,21.9,20094,949374,0,0,,,,,
2021/3/15 0:00,Admin,11,IN,42601,2500079,25966,1440756,21.4,17770,929280,0,0,,,,,
2021/3/14 0:00,Admin,11,IN,8833,2457478,5279,1414790,21,4124,911510,0,0,,,,,
2021/3/13 0:00,Admin,10,IN,33719,2448645,20622,1409511,20.9,17587,907386,0,0,,,,,
2021/3/12 0:00,Admin,10,IN,52197,2414926,31108,1388889,20.6,25790,889799,0,0,,,,,
2021/3/11 0:00,Admin,10,IN,55348,2362729,33456,1357781,20.2,24032,864009,0,0,,,,,
2021/3/10 0:00,Admin,10,IN,57294,2307381,31484,1324325,19.7,28755,839977,0,0,1,,,,
2021/3/9 0:00,Admin,10,IN,49642,2250087,29399,1292841,19.2,21821,811222,0,0,,,,,
2021/3/8 0:00,Admin,10,IN,46257,2200445,28048,1263442,18.8,22770,789401,0,0,,,,,
2021/3/7 0:00,Admin,10,IN,12069,2154188,9327,1235394,18.4,6846,766631,0,0,,,,,
2021/3/6 0:00,Admin,9,IN,31949,2142119,20000,1226067,18.2,15933,759785,0,0,,,,,
2021/3/5 0:00,Admin,9,IN,52532,2110170,30362,1206067,17.9,25757,743852,0,0,,,,,
2021/3/4 0:00,Admin,9,IN,55072,2057638,29998,1175705,17.5,24614,718095,0,0,,,,,
2021/3/3 0:00,Admin,9,IN,56215,2002566,28811,1145707,17,26629,693481,0,0,1,,,,
2021/3/2 0:00,Admin,9,IN,48113,1946351,23606,1116896,16.6,23729,666852,0,0,,,,,
2021/3/1 0:00,Admin,9,IN,42903,1898238,20301,1093290,16.2,20797,643123,0,0,,,,,
2021/2/28 0:00,Admin,9,IN,7438,1855335,3936,1072989,15.9,3001,622326,0,0,,,,,
2021/2/27 0:00,Admin,8,IN,24258,1847897,11860,1069053,15.9,12215,619325,0,0,,,,,
2021/2/26 0:00,Admin,8,IN,43844,1823639,20303,1057193,15.7,22941,607110,0,0,,,,,
2021/2/25 0:00,Admin,8,IN,51610,1779795,25001,1036890,15.4,25758,584169,0,0,,,,,
2021/2/24 0:00,Admin,8,IN,47725,1728185,20738,1011889,15,26115,558411,0,0,1,,,,
2021/2/23 0:00,Admin,8,IN,45178,1680460,18259,991151,14.7,24508,532296,0,0,,,,,
2021/2/22 0:00,Admin,8,IN,35968,1635282,12196,972892,14.5,21382,507788,0,0,,,,,
2021/2/21 0:00,Admin,8,IN,6755,1599314,2476,960696,14.3,3762,486406,0,0,,,,,
2021/2/20 0:00,Admin,7,IN,22966,1592559,9629,958220,14.2,12087,482644,0,0,,,,,
2021/2/19 0:00,Admin,7,IN,41017,1569593,14547,948591,14.1,23255,470557,0,0,,,,,
2021/2/18 0:00,Admin,7,IN,43696,1528576,15781,934044,13.9,23071,447302,0,0,,,,,
2021/2/17 0:00,Admin,7,IN,46635,1484880,18218,918263,13.6,24632,424231,0,0,1,,,,
2021/2/16 0:00,Admin,7,IN,18644,1438245,7683,900045,13.4,9571,399599,0,0,,,,,
2021/2/15 0:00,Admin,7,IN,28157,1419601,11788,892362,13.3,13687,390028,0,0,,,,,
2021/2/14 0:00,Admin,7,IN,9095,1391444,4120,880574,13.1,4189,376341,0,0,,,,,
2021/2/13 0:00,Admin,6,IN,27015,1382349,12934,876454,13,11126,372152,0,0,,,,,
2021/2/12 0:00,Admin,6,IN,46879,1355334,20921,863520,12.8,22367,361026,0,0,,,,,
2021/2/11 0:00,Admin,6,IN,47142,1308455,20837,842599,12.5,22037,338659,0,0,,,,,
2021/2/10 0:00,Admin,6,IN,49090,1261313,23597,821762,12.2,21992,316622,0,0,1,,,,
2021/2/9 0:00,Admin,6,IN,44917,1212223,20505,798165,11.9,20723,294630,0,0,,,,,
2021/2/8 0:00,Admin,6,IN,40669,1167306,19052,777660,11.6,18705,273907,0,0,,,,,
2021/2/7 0:00,Admin,6,IN,9612,1126637,3367,758608,11.3,5398,255202,0,0,,,,,
2021/2/6 0:00,Admin,5,IN,25937,1117025,13725,755241,11.2,10160,249804,0,0,,,,,
2021/2/5 0:00,Admin,5,IN,44728,1091088,23487,741516,11,18068,239644,0,0,,,,,
2021/2/4 0:00,Admin,5,IN,49201,1046360,26903,718029,10.7,17888,221576,0,0,,,,,
2021/2/3 0:00,Admin,5,IN,48507,997159,29631,691126,10.3,14655,203688,0,0,1,,,,
2021/2/2 0:00,Admin,5,IN,44858,948652,28112,661495,9.8,12543,189033,0,0,,,,,
2021/2/1 0:00,Admin,5,IN,37517,903794,21770,633383,9.4,12063,176490,0,0,,,,,
2021/1/31 0:00,Admin,5,IN,8203,866277,3403,611613,9.1,3510,164427,0,0,,,,,
2021/1/30 0:00,Admin,4,IN,21721,858074,12203,608210,9,6738,160917,0,0,,,,,
2021/1/29 0:00,Admin,4,IN,44093,836353,22917,596007,8.9,7599,154179,0,0,,,,,
2021/1/28 0:00,Admin,4,IN,40968,792260,25749,573090,8.5,9112,146580,0,0,,,,,
2021/1/27 0:00,Admin,4,IN,40476,751292,25981,547341,8.1,9679,137468,0,0,1,,,,
2021/1/26 0:00,Admin,4,IN,36687,710816,24255,521360,7.7,9065,127789,0,0,,,,,
2021/1/25 0:00,Admin,4,IN,32350,674129,20625,497105,7.4,8989,118724,0,0,,,,,
2021/1/24 0:00,Admin,4,IN,6393,641779,4466,476480,7.1,1598,109735,0,0,,,,,
2021/1/23 0:00,Admin,3,IN,20078,635386,13668,472014,7,4519,108137,0,0,,,,,
2021/1/22 0:00,Admin,3,IN,35746,615308,28703,458346,6.8,3104,103618,0,0,,,,,
2021/1/21 0:00,Admin,3,IN,38306,579562,29629,429643,6.4,4980,100514,0,0,,,,,
2021/1/20 0:00,Admin,3,IN,37017,541256,25544,400014,5.9,8303,95534,0,0,1,,,,
2021/1/19 0:00,Admin,3,IN,36392,504239,24094,374470,5.6,9039,87231,0,0,,,,,
2021/1/18 0:00,Admin,3,IN,28557,467847,16917,350376,5.2,8586,78192,0,0,,,,,
2021/1/17 0:00,Admin,3,IN,8201,439290,5318,333459,5,2519,69606,0,0,,,,,
2021/1/16 0:00,Admin,2,IN,17465,431089,11240,328141,4.9,5130,67087,0,0,,,,,
2021/1/15 0:00,Admin,2,IN,29632,413624,23419,316901,4.7,3479,61957,0,0,,,,,
2021/1/14 0:00,Admin,2,IN,31376,383992,24230,293482,4.4,4357,58478,0,0,,,,,
2021/1/13 0:00,Admin,2,IN,32130,352616,20797,269252,4,8537,54121,0,0,1,,,,
2021/1/12 0:00,Admin,2,IN,28766,320486,17913,248455,3.7,8597,45584,0,0,,,,,
2021/1/11 0:00,Admin,2,IN,27323,291720,15969,230542,3.4,8890,36987,0,0,,,,,
2021/1/10 0:00,Admin,2,IN,7936,264397,4631,214573,3.2,2826,28097,0,0,,,,,
2021/1/9 0:00,Admin,1,IN,15554,256461,7930,209942,3.1,6643,25271,0,0,,,,,
2021/1/8 0:00,Admin,1,IN,22894,240907,11871,202012,3,9455,18628,0,0,,,,,
2021/1/7 0:00,Admin,1,IN,19710,218013,15285,190141,2.8,3202,9173,0,0,,,,,
2021/1/6 0:00,Admin,1,IN,17089,198303,14043,174856,2.6,2022,5971,0,0,1,,,,
2021/1/5 0:00,Admin,1,IN,16754,181214,14232,160813,2.4,1105,3949,0,0,,,,,
2021/1/4 0:00,Admin,1,IN,16171,164460,13646,146581,2.2,657,2844,0,0,,,,,
2021/1/3 0:00,Admin,1,IN,4542,148289,4110,132935,2,68,2187,0,0,,,,,
2021/1/2 0:00,Admin,53,IN,9796,143747,8677,128825,1.9,160,2119,0,0,,,,,
2021/1/1 0:00,Admin,53,IN,2578,133951,2188,120148,1.8,301,1959,0,0,,,,,
2020/12/31 0:00,Admin,53,IN,8004,131373,6602,117960,1.8,194,1658,0,0,,,,,
2020/12/30 0:00,Admin,53,IN,16615,123369,14233,111358,1.7,156,1464,0,0,1,,,,
2020/12/29 0:00,Admin,53,IN,15254,106754,13747,97125,1.4,144,1308,0,0,,,,,
2020/12/28 0:00,Admin,53,IN,13915,91500,12745,83378,1.2,163,1164,0,0,,,,,
2020/12/27 0:00,Admin,53,IN,3337,77585,3043,70633,1,40,1001,0,0,,,,,
2020/12/26 0:00,Admin,52,IN,6442,74248,5818,67590,1,80,961,0,0,,,,,
2020/12/25 0:00,Admin,52,IN,28,67806,22,61772,0.9,12,881,0,0,,,,,
2020/12/24 0:00,Admin,52,IN,1914,67778,1901,61750,0.9,15,869,0,0,,,,,
2020/12/23 0:00,Admin,52,IN,11611,65864,10712,59849,0.9,93,854,0,0,1,,,,
2020/12/22 0:00,Admin,52,IN,10446,54253,9744,49137,0.7,83,761,0,0,,,,,
2020/12/21 0:00,Admin,52,IN,10751,43807,9832,39393,0.6,89,678,0,0,,,,,
2020/12/20 0:00,Admin,52,IN,3282,33056,3004,29561,0.4,46,589,0,0,,,,,
2020/12/19 0:00,Admin,51,IN,8833,29774,8096,26557,0.4,83,543,0,0,,,,,
2020/12/18 0:00,Admin,51,IN,12392,20941,11239,18461,0.3,81,460,0,0,,,,,
2020/12/17 0:00,Admin,51,IN,3047,8549,2717,7222,0.1,12,379,0,0,,,,,
2020/12/16 0:00,Admin,51,IN,2669,5502,2213,4505,0.1,4,367,0,0,1,,,,
2020/12/15 0:00,Admin,51,IN,935,2833,701,2292,0,8,363,0,0,,,,,
2020/12/14 0:00,Admin,51,IN,117,1898,89,1591,0,5,355,0,0,,,,,
2020/12/13 0:00,Admin,51,IN,1781,1781,1502,1502,0,350,350,0,0,,,,,
